20740,"Eau Claire, WI (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,5077,5316,5504,5698,6098,6267,6387,6192,6167,6388,6499,6822,6745,6993,7306,7325
20940,"El Centro, CA (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,3801,4349,4363,4269,4402,4721,4551,5038,5036,5011,5247,4946,4986,4887,4917,5002
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,4190,4275,4518,4616,4660,4862,4658,4831,4864,5563,5962,5751,5608,5539,5232,5475
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,8019,8792,9698,10259,10689,11231,11551,9982,7566,9899,9829,10764,11423,12288,12992,13830
21300,"Elmira, NY (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,2719,2702,2735,2799,2910,2891,2894,3028,2946,3158,3213,3206,3141,3096,3025,2910
21340,"El Paso, TX (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,23093,23098,20633,22551,22665,22258,22484,21471,22147,23541,24318,24892,24746,24330,24841,25380
21420,"Enid, OK (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,1899,1947,2024,2020,2070,2197,2191,2237,2340,2430,2522,2755,2924,3167,3181,3143
21500,"Erie, PA (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,9831,9621,9581,10261,10399,10157,10054,10199,9597,9727,10248,9974,10160,9974,9976,9825
21660,"Eugene, OR (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,10476,10826,11046,11648,11701,12300,12777,12948,12036,11854,12391,12387,12459,12489,13134,13501
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,14764,15315,15753,15836,15515,15636,15601,15954,15748,16357,16422,15706,15445,15088,15007,14769
21820,"Fairbanks, AK (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,4698,4464,4748,4914,5002,5317,5396,5311,4909,4937,5027,5062,4729,4790,4757,4684
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,7799,8135,8525,8979,9249,9588,9921,10309,10216,10496,11119,12061,12342,13010,13227,13534
22140,"Farmington, NM (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,6261,6205,6031,6211,6097,6271,6301,6118,6450,5919,6415,6417,6117,6329,6385,5835
22180,"Fayetteville, NC (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,12163,12712,13013,13322,14002,14330,14582,15343,16195,16616,16832,16400,16019,15424,15253,15285
22220,"Fayetteville-Springdale-Rogers, AR-MO (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,13484,15935,16814,17908,18904,19214,18338,18268,17130,18195,19593,19929,21167,22153,23051,23956
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,4006,4091,4160,4205,4308,4626,5083,5032,4643,4800,4933,4787,4868,4860,4964,5059
22420,"Flint, MI (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,13265,13803,14048,13831,13777,13743,13235,12130,11048,11515,11774,11695,11752,11687,12002,12279
22500,"Florence, SC (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,6910,7001,7256,7199,7237,7353,7502,7332,7107,6960,6793,6909,7203,7217,7254,7221
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,3610,3639,3724,3956,4111,4107,4047,4032,3976,4035,4083,4241,4177,4241,4297,4373
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,3474,3480,3578,3669,3703,3736,3817,3855,3624,3794,3838,3875,3920,4073,4142,4183
22660,"Fort Collins, CO (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,9738,10372,10499,10635,10740,10968,11444,11327,11461,11895,12039,12535,13365,13279,13664,14186
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,8104,8159,8617,9101,9630,10092,9582,9592,9038,9550,9537,9392,9413,9508,9207,9097
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,16049,16560,16817,17080,17635,17904,18213,17496,16464,17391,17630,17904,17839,18181,18568,18711
23420,"Fresno, CA (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,24706,27108,28594,29918,31023,32724,31623,31750,31406,31216,31940,31146,32501,33044,33961,35102
23460,"Gadsden, AL (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,2521,2593,2584,2703,2687,2667,2625,2623,2564,2611,2617,2581,2492,2505,2512,2582
23540,"Gainesville, FL (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,8485,8675,8725,9608,9762,10120,10698,10683,10474,10532,10288,10428,10973,10626,10710,10976
23580,"Gainesville, GA (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,5943,5938,6280,6454,6853,6805,6887,6773,6460,6392,6847,6786,6712,7116,7503,7663
23900,"Gettysburg, PA (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,2419,2463,2628,2717,2797,2826,2849,2779,2776,2675,2591,2615,2682,2731,2749,2828
24020,"Glens Falls, NY (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,3601,3812,3906,4116,4208,4197,4063,4149,4234,4390,4342,4382,4309,4357,4328,4307
24140,"Goldsboro, NC (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,3771,3745,3708,3910,3928,4059,3988,3880,3988,3995,3977,3983,3984,3920,3907,3852
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,3333,3459,3659,3562,3610,3828,3797,4045,3917,4032,3941,4299,4462,4424,4474,4612
24260,"Grand Island, NE (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,2620,2646,2869,2819,2965,3096,3201,3214,3239,3332,3525,3625,3625,3568,3582,3669
